Updated On,State,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Total Individuals Vaccinated
22-02-2021,Andhra Pradesh,431789,102718,188071,243679,39,43806,387983,Null,Null,Null,Null,Null,431789
23-02-2021,Andhra Pradesh,448490,110993,196967,251481,42,47078,401412,Null,Null,Null,Null,Null,448490
24-02-2021,Andhra Pradesh,476866,119461,217419,259404,43,53659,423207,Null,Null,Null,Null,Null,476866
25-02-2021,Andhra Pradesh,510185,129002,240092,270049,44,60574,449611,Null,Null,Null,Null,Null,510185
26-02-2021,Andhra Pradesh,535955,137812,256973,278935,47,65196,470759,Null,Null,Null,Null,Null,535955
27-02-2021,Andhra Pradesh,535955,137812,256973,278935,47,65196,470759,Null,Null,Null,Null,Null,535955
28-02-2021,Andhra Pradesh,535955,137812,256973,278935,47,65196,470759,Null,Null,Null,Null,Null,535955
01-03-2021,Andhra Pradesh,535955,137812,256973,278935,47,65196,470759,Null,Null,Null,Null,Null,535955
02-03-2021,Andhra Pradesh,559569,142466,272575,286947,47,67418,492151,Null,Null,Null,Null,Null,559569
03-03-2021,Andhra Pradesh,577662,146457,284104,293510,48,69578,508084,Null,Null,Null,Null,Null,577662
04-03-2021,Andhra Pradesh,596324,153121,295529,300746,49,71701,524623,Null,Null,Null,Null,Null,596324
05-03-2021,Andhra Pradesh,620332,164927,309536,310748,48,74476,545856,Null,Null,Null,Null,Null,620332
06-03-2021,Andhra Pradesh,653058,183119,328100,324908,50,78593,574465,Null,Null,Null,Null,Null,653058
07-03-2021,Andhra Pradesh,653146,183191,328113,324983,50,78617,574529,Null,Null,Null,Null,Null,653146
08-03-2021,Andhra Pradesh,688936,197239,348024,340859,53,82883,606053,Null,Null,Null,Null,Null,688936
09-03-2021,Andhra Pradesh,530098,210291,376301,364030,58,89539,650809,Null,Null,Null,Null,Null,740389
10-03-2021,Andhra Pradesh,561939,219271,398607,382539,64,94900,686269,Null,Null,Null,Null,Null,781210
11-03-2021,Andhra Pradesh,568693,220760,403348,386041,64,96712,692699,Null,Null,Null,Null,Null,789453
12-03-2021,Andhra Pradesh,606440,231391,429298,408467,66,103913,733876,Null,Null,Null,Null,Null,837831
13-03-2021,Andhra Pradesh,643857,237255,452180,428861,71,110778,770292,Null,Null,Null,Null,Null,881112
14-03-2021,Andhra Pradesh,644610,237311,452618,429232,71,110902,770977,Null,Null,Null,Null,Null,881921
15-03-2021,Andhra Pradesh,708969,246932,492123,463692,86,122599,833260,Null,Null,Null,Null,Null,955901
16-03-2021,Andhra Pradesh,976078,257997,501439,474547,92,145251,1088824,Null,246,449861,294123,231493,976078
17-03-2021,Andhra Pradesh,1112607,268353,574770,537734,103,170164,1210796,Null,249,456352,332896,322740,1112607
18-03-2021,Andhra Pradesh,1194255,277788,618525,575611,119,186695,1285348,Null,249,463443,359378,370810,1194255
19-03-2021,Andhra Pradesh,1280956,288175,664137,616691,128,202942,1366189,Null,252,471592,389071,419652,1280956
20-03-2021,Andhra Pradesh,1381802,299199,716836,664828,138,223400,1457601,Null,252,480556,426536,474050,1381802
21-03-2021,Andhra Pradesh,1389085,300606,720620,668325,140,226239,1463452,Null,256,481919,429596,476906,1389085
22-03-2021,Andhra Pradesh,1494286,309052,775360,718779,147,244907,1558431,Null,257,489025,467683,536895,1494286
23-03-2021,Andhra Pradesh,1617797,321365,839203,778435,159,270231,1668931,Null,258,499489,515889,601710,1617797
24-03-2021,Andhra Pradesh,1729748,332585,897812,831772,164,295142,1767191,Null,259,508180,560161,660685,1729748
25-03-2021,Andhra Pradesh,1864559,347093,967527,896857,175,325173,1886479,Null,262,519359,614856,729605,1864559
26-03-2021,Andhra Pradesh,1960827,359786,1018958,941678,191,349550,1971063,Null,265,527970,657492,774602,1960827
27-03-2021,Andhra Pradesh,2078246,372864,1079183,998859,204,377544,2073566,Null,268,538183,709905,829386,2078246
28-03-2021,Andhra Pradesh,2086565,374450,1083308,1003053,204,378976,2082039,Null,270,538599,713244,833949,2086565
29-03-2021,Andhra Pradesh,2149525,377596,1115491,1033824,210,397004,2130117,Null,273,542208,741726,864814,2149525
30-03-2021,Andhra Pradesh,2234331,387438,1159964,1074147,220,419605,2202164,Null,280,549548,778264,905732,2234331
31-03-2021,Andhra Pradesh,2328018,397151,1206900,1120885,233,448242,2276927,Null,285,555848,819554,951824,2328018
01-04-2021,Andhra Pradesh,2421043,404678,1253157,1167646,240,481315,2344406,Null,286,560696,869086,990468,2421043
02-04-2021,Andhra Pradesh,2487480,411067,1286771,1200459,250,505786,2392761,Null,287,564687,906705,1015288,2487480
03-04-2021,Andhra Pradesh,2566814,420023,1325949,1240608,257,530038,2456799,Null,289,568441,952168,1045407,2566814
04-04-2021,Andhra Pradesh,2621707,425861,1352129,1269318,260,546389,2501179,Null,290,571565,985014,1064326,2621707
05-04-2021,Andhra Pradesh,2706804,436010,1392670,1313862,272,567792,2575022,Null,290,571890,1035803,1098306,2706804
06-04-2021,Andhra Pradesh,2764322,443595,1419795,1344250,277,584072,2623845,Null,292,572202,1070999,1120315,2764322
07-04-2021,Andhra Pradesh,2890332,461678,1479792,1410248,292,619956,2732054,Null,293,572851,1148111,1168563,2890332
08-04-2021,Andhra Pradesh,3020007,476360,1540961,1478742,304,652047,2844320,Null,295,573402,1229768,1216028,3020007
09-04-2021,Andhra Pradesh,3081066,490040,1572089,1508662,315,665935,2905171,Null,296,574582,1267493,1238183,3081066
10-04-2021,Andhra Pradesh,3281351,521886,1670720,1610286,345,688816,3114421,Null,297,593448,1384680,1302409,3281351
11-04-2021,Andhra Pradesh,3362926,529533,1710124,1652442,360,716938,3175521,Null,297,598424,1434553,1329131,3362926
12-04-2021,Andhra Pradesh,3380423,533246,1719378,1660680,365,728993,3184676,Null,301,599103,1445857,1334645,3380423
13-04-2021,Andhra Pradesh,3383754,534765,1721192,1662197,365,729750,3188769,Null,301,599131,1447980,1335825,3383754
14-04-2021,Andhra Pradesh,3973533,585223,2001124,1971969,440,925165,3633591,Null,304,621824,1796875,1553988,3973533
15-04-2021,Andhra Pradesh,4003901,593541,2016874,1986583,444,939760,3657682,Null,309,624216,1814781,1564058,4003901
16-04-2021,Andhra Pradesh,4007469,596253,2018845,1988180,444,942285,3661437,Null,310,624347,1816919,1565357,4007469
17-04-2021,Andhra Pradesh,4009940,597920,2020113,1989380,447,944014,3663846,Null,311,624345,1818406,1566340,4009940
18-04-2021,Andhra Pradesh,4013140,599876,2021729,1990964,447,944220,3668796,Null,311,624431,1820448,1567412,4013140
19-04-2021,Andhra Pradesh,4140526,616056,2091593,2048468,465,947164,3809418,Null,313,688483,1868126,1583016,4140526
20-04-2021,Andhra Pradesh,4234572,692783,2143599,2090498,475,966614,3960741,Null,315,721289,1910302,1602054,4234572
21-04-2021,Andhra Pradesh,4257182,711267,2156651,2100050,481,974969,3993480,Null,316,726757,1921889,1607607,4257182
22-04-2021,Andhra Pradesh,4337021,990865,2198899,2137627,495,1012178,4315708,Null,316,734637,1953484,1647973,4337021
23-04-2021,Andhra Pradesh,4464620,1090159,2267153,2196954,513,1028859,4525920,Null,316,743348,2028790,1691548,4464620
24-04-2021,Andhra Pradesh,4543318,1126549,2310508,2232281,529,1035362,4634505,Null,317,749749,2077641,1714992,4543318
25-04-2021,Andhra Pradesh,4547972,1130670,2313082,2234361,529,1035700,4642942,Null,317,750308,2080282,1716446,4547972
26-04-2021,Andhra Pradesh,4761686,1224397,2427613,2333503,570,1038678,4947405,Null,317,763649,2213184,1783889,4761686
27-04-2021,Andhra Pradesh,4904030,1273663,2504587,2398847,596,1041050,5136643,Null,318,914789,2160119,1828146,4904030
28-04-2021,Andhra Pradesh,4955046,1326903,2532259,2422187,600,1088044,5193905,Null,319,918886,2191260,1843922,4955046
29-04-2021,Andhra Pradesh,4988411,1365430,2550447,2437361,603,1129406,5224435,Null,320,922169,2210737,1854667,4988411
30-04-2021,Andhra Pradesh,5112011,1467023,2617576,2493805,630,1142028,5437006,Null,321,936816,2283700,1890631,5112011
01-05-2021,Andhra Pradesh,5174960,1519337,2651598,2522724,638,1149672,5544625,Null,322,943270,2319814,1911011,5174960
02-05-2021,Andhra Pradesh,5176393,1519932,2652440,2523315,638,1149985,5546340,Null,322,938050,2326124,1911410,5176393
03-05-2021,Andhra Pradesh,5195851,1536916,2663314,2531894,643,1155229,5577538,Null,322,940743,2337772,1916527,5195851
04-05-2021,Andhra Pradesh,5204180,1543848,2668179,2535341,660,1157926,5590102,Null,322,941985,2342891,1918479,5204180
05-05-2021,Andhra Pradesh,5273196,1674029,2705002,2567518,676,1158649,5788576,Null,322,951034,2382276,1939059,5273196
06-05-2021,Andhra Pradesh,5345545,1794561,2741996,2602857,692,1159531,5980575,Null,322,956829,2422220,1965664,5345545
07-05-2021,Andhra Pradesh,5393064,1862155,2766788,2625576,700,1167687,6087532,Null,322,961496,2446772,1983963,5393064
08-05-2021,Andhra Pradesh,5436592,1974208,2788681,2647201,710,1218670,6192130,Null,322,965112,2470493,2000149,5436592
09-05-2021,Andhra Pradesh,5443382,1982310,2792615,2650055,712,1226065,6199627,Null,322,968554,2472762,2001228,5443382
10-05-2021,Andhra Pradesh,5443951,1983827,2792927,2650312,712,1227720,6200058,Null,323,968901,2472987,2001216,5443951
11-05-2021,Andhra Pradesh,5450913,2012986,2796374,2653826,713,1231872,6232027,Null,323,969206,2476832,2003984,5450913
12-05-2021,Andhra Pradesh,5459958,2044436,2801005,2658237,716,1243390,6261004,Null,323,969935,2481825,2007266,5459958
13-05-2021,Andhra Pradesh,5470083,2081862,2806378,2662988,717,1249384,6302561,Null,323,971497,2486993,2010602,5470083
14-05-2021,Andhra Pradesh,5474544,2096342,2808596,2665231,717,1254311,6316575,Null,323,972281,2489174,2012089,5474544
15-05-2021,Andhra Pradesh,5484714,2167213,2813644,2670349,721,1325533,6326394,Null,324,973918,2494640,2015088,5484714
16-05-2021,Andhra Pradesh,5487757,2176599,2815330,2671705,722,1337057,6327299,Null,324,974165,2496436,2016086,5487757
17-05-2021,Andhra Pradesh,5504954,2226300,2824795,2679434,725,1396931,6334323,Null,325,976296,2506893,2020669,5504954
18-05-2021,Andhra Pradesh,5518465,2281240,2832373,2685367,725,1459794,6339911,Null,325,977578,2515566,2024207,5518465
19-05-2021,Andhra Pradesh,5529872,2305532,2838551,2690596,725,1490064,6345340,Null,325,979478,2522612,2026658,5529872
20-05-2021,Andhra Pradesh,5540108,2318134,2844499,2694884,725,1507305,6350937,Null,326,981943,2528483,2028549,5540108
21-05-2021,Andhra Pradesh,5553124,2340398,2851383,2701013,728,1535768,6357725,29,326,984699,2536292,2030978,5553124
22-05-2021,Andhra Pradesh,5564360,2347996,2858192,2705438,730,1545271,6367023,62,326,986822,2543637,2032744,5564360
23-05-2021,Andhra Pradesh,5565702,2350645,2858966,2706006,730,1548415,6367870,62,326,987150,2544409,2032984,5565702
24-05-2021,Andhra Pradesh,5657964,2366723,2909409,2747806,749,1567091,6457526,70,326,993485,2603959,2059316,5657964
25-05-2021,Andhra Pradesh,5791183,2375130,2983569,2806843,771,1579033,6587190,90,326,1008509,2688087,2093365,5791183
26-05-2021,Andhra Pradesh,6077585,2383913,3130910,2945858,817,1590535,6870841,122,326,1028375,2874238,2173689,6077585
27-05-2021,Andhra Pradesh,6646298,2395375,3411217,3234113,968,1602670,7438870,133,326,1052646,3241917,2350355,6646298
28-05-2021,Andhra Pradesh,7076650,2412746,3621182,3454426,1042,1621548,7867704,144,327,1074975,3532197,2468055,7076650
29-05-2021,Andhra Pradesh,7274735,2481535,3717102,3556563,1070,1703809,8052292,169,328,1088097,3664176,2521012,7274735
30-05-2021,Andhra Pradesh,7288465,2484459,3723835,3563555,1075,1709033,8063722,169,328,1089302,3673174,2524538,7288465
31-05-2021,Andhra Pradesh,7356423,2512324,3757692,3597643,1088,1747453,8121064,230,328,1099313,3715663,2539984,7356423
01-06-2021,Andhra Pradesh,7553586,2529829,3853058,3699410,1118,1780292,8302843,280,328,1118257,3846429,2587408,7553586
02-06-2021,Andhra Pradesh,7696078,2547764,3922543,3772396,1139,1875260,8368274,308,328,1144139,3932881,2617554,7696078
03-06-2021,Andhra Pradesh,7786969,2554332,3965736,3820087,1146,1904457,8436346,498,329,1158181,3988874,2638390,7786969
04-06-2021,Andhra Pradesh,8141170,2567240,4135672,4004213,1285,1925318,8782234,858,330,1196111,4224056,2719400,8141170
05-06-2021,Andhra Pradesh,8231348,2572474,4180641,4049412,1295,1946325,8856083,1414,330,1219404,4274625,2735703,8231348
06-06-2021,Andhra Pradesh,8293652,2576319,4210095,4082255,1302,1962928,8905629,1414,330,1226941,4314874,2750212,8293652
07-06-2021,Andhra Pradesh,8429887,2583734,4279146,4149418,1323,2027977,8983724,1920,330,1257449,4392940,2777850,8429887
08-06-2021,Andhra Pradesh,8472406,2587589,4302407,4168673,1326,2048032,9009451,2512,330,1275494,4411286,2783959,8472406
09-06-2021,Andhra Pradesh,8637923,2596880,4370514,4266054,1355,2056250,9175289,3264,330,1329357,4493966,2812906,8637923
10-06-2021,Andhra Pradesh,8891341,2605099,4452456,4437458,1427,2059722,9432881,3837,330,1450753,4591810,2847057,8891341
11-06-2021,Andhra Pradesh,9085932,2610437,4505407,4579082,1443,2066460,9626017,3892,331,1561024,4654619,2868540,9085932
12-06-2021,Andhra Pradesh,9257127,2620002,4559611,4696053,1463,2070695,9802056,4378,331,1649336,4715323,2890688,9257127
13-06-2021,Andhra Pradesh,9335665,2622966,4578882,4755307,1476,2106717,9847536,4378,331,1693941,4740134,2899800,9335665
14-06-2021,Andhra Pradesh,9683451,2635936,4674564,5007358,1529,2182013,10132783,4591,331,1880875,4858584,2942176,9683451
15-06-2021,Andhra Pradesh,9765707,2640660,4702322,5061845,1540,2202178,10199373,4816,331,1929899,4883406,2950581,9765707
16-06-2021,Andhra Pradesh,9795862,2644037,4714908,5079409,1545,2211640,10223252,5007,331,1950681,4890432,2952921,9795862
17-06-2021,Andhra Pradesh,9817124,2645577,4725252,5090325,1547,2217933,10239256,5512,331,1967020,4894041,2954224,9817124
18-06-2021,Andhra Pradesh,9838546,2648920,4735452,5101543,1551,2225556,10256380,5530,331,1982571,4898326,2955798,9838546
19-06-2021,Andhra Pradesh,9850955,2652278,4743121,5106282,1552,2233171,10264507,5555,331,1993323,4899562,2956200,9850955
20-06-2021,Andhra Pradesh,11201229,2739331,5146701,6052755,1773,2263984,11671021,5555,331,2541300,5499634,3158306,11201229
21-06-2021,Andhra Pradesh,11265333,2745830,5173815,6089678,1840,2272590,11732994,5579,331,2574831,5523195,3165249,11265333
22-06-2021,Andhra Pradesh,11306134,2752028,5193221,6111058,1855,2283021,11769342,5799,331,2597984,5536154,3169914,11306134
23-06-2021,Andhra Pradesh,11331864,2760090,5207530,6122476,1858,2295497,11790373,6084,331,2615951,5541941,3171860,11331864
24-06-2021,Andhra Pradesh,11586263,2818047,5283920,6300402,1941,2329622,12068278,6410,332,2750494,5629380,3204232,11586263
25-06-2021,Andhra Pradesh,11681453,2844194,6780258,7743250,2139,2348492,12170245,6910,331,Null,Null,Null,Null
26-06-2021,Andhra Pradesh,11920947,2906599,6892932,7932400,2214,2360798,12458694,8054,332,Null,Null,Null,Null
27-06-2021,Andhra Pradesh,11958632,2910167,6899397,7967180,2222,2363290,12497455,8054,332,Null,Null,Null,Null
28-06-2021,Andhra Pradesh,12120023,2974656,6978724,8113686,2269,2372589,12713087,9003,333,Null,Null,Null,Null
29-06-2021,Andhra Pradesh,12346836,3042213,7064129,8322595,2325,2392509,12986450,10090,333,Null,Null,Null,Null
30-06-2021,Andhra Pradesh,12587352,3116002,7186745,8514170,2439,2511828,13179682,11844,333,Null,Null,Null,Null
01-07-2021,Andhra Pradesh,12805075,3180248,7289616,8693218,2489,2558873,13413668,12782,334,Null,Null,Null,Null
02-07-2021,Andhra Pradesh,13098513,3233083,7423876,8905155,2565,2597212,13721089,13295,335,Null,Null,Null,Null
03-07-2021,Andhra Pradesh,13172868,3268414,7472502,8966208,2572,2629715,13797338,14229,335,Null,Null,Null,Null
04-07-2021,Andhra Pradesh,13188358,3271464,7478387,8978861,2574,2641650,13803886,14286,335,Null,Null,Null,Null
05-07-2021,Andhra Pradesh,13264570,3317553,7530598,9048933,2592,2733739,13832995,15389,335,Null,Null,Null,Null
06-07-2021,Andhra Pradesh,13298596,3335328,7555484,9075840,2600,2771300,13846543,16081,336,Null,Null,Null,Null
07-07-2021,Andhra Pradesh,13322285,3354504,7576148,9098034,2607,2791299,13868759,16731,336,Null,Null,Null,Null
08-07-2021,Andhra Pradesh,13347419,3368492,7595055,9118246,2610,2814587,13882291,19033,337,Null,Null,Null,Null
09-07-2021,Andhra Pradesh,13372990,3379660,7611090,9138947,2613,2841589,13890216,20845,337,Null,Null,Null,Null
10-07-2021,Andhra Pradesh,13472620,3473097,7694693,9248380,2644,2859090,14064529,22098,337,Null,Null,Null,Null
11-07-2021,Andhra Pradesh,13530165,3524141,7739443,9312193,2670,2862244,14169951,22111,337,Null,Null,Null,Null
12-07-2021,Andhra Pradesh,13680228,3677172,7867977,9486710,2713,2874587,14459530,23283,338,Null,Null,Null,Null
13-07-2021,Andhra Pradesh,13817568,3771909,7969543,9617186,2748,2882909,14682543,24025,342,Null,Null,Null,Null
14-07-2021,Andhra Pradesh,14191112,3848978,8178987,9858285,2818,2910973,15104391,24726,342,Null,Null,Null,Null
15-07-2021,Andhra Pradesh,14242409,3887731,8221986,9905327,2827,2917718,15185783,26639,343,Null,Null,Null,Null
16-07-2021,Andhra Pradesh,14395270,3996515,8340895,10048025,2865,2922862,15440430,28493,343,Null,Null,Null,Null
17-07-2021,Andhra Pradesh,14507747,4117981,8454770,10168046,2912,2930765,15664487,30476,344,Null,Null,Null,Null
18-07-2021,Andhra Pradesh,14513706,4135345,8466529,10179606,2916,2933756,15684647,30648,350,Null,Null,Null,Null
19-07-2021,Andhra Pradesh,14559126,4238841,8539312,10255721,2934,2950045,15816136,31786,351,Null,Null,Null,Null
20-07-2021,Andhra Pradesh,14668281,4367957,8642774,10390497,2967,2985593,16018000,32645,351,Null,Null,Null,Null
21-07-2021,Andhra Pradesh,14739379,4415438,8698886,10452930,3001,2995978,16125111,33728,351,Null,Null,Null,Null
22-07-2021,Andhra Pradesh,14818721,4506096,8773634,10548140,3043,3033199,16257222,34396,353,Null,Null,Null,Null
23-07-2021,Andhra Pradesh,14871831,4601684,8837340,10633115,3060,3090009,16348427,35079,353,Null,Null,Null,Null
24-07-2021,Andhra Pradesh,14910329,4655260,8879447,10683071,3071,3122068,16407455,36066,353,Null,Null,Null,Null
25-07-2021,Andhra Pradesh,14913421,4657465,8882247,10685566,3073,3124806,16409878,36202,353,Null,Null,Null,Null
26-07-2021,Andhra Pradesh,15733829,5019683,9421204,11329003,3305,3161871,17554815,36826,353,Null,Null,Null,Null
27-07-2021,Andhra Pradesh,15829320,5098767,9504978,11419785,3324,3176001,17714678,37408,353,Null,Null,Null,Null
28-07-2021,Andhra Pradesh,15860970,5164655,9551361,11470924,3340,3205469,17782235,37921,354,Null,Null,Null,Null
29-07-2021,Andhra Pradesh,15906265,5266990,9621203,11548695,3357,3237154,17897672,38429,354,Null,Null,Null,Null
30-07-2021,Andhra Pradesh,15950840,5463773,9734694,11676524,3395,3291266,18082827,40520,355,Null,Null,Null,Null
31-07-2021,Andhra Pradesh,16096801,5572592,9851959,11814126,3436,3340776,18286201,42416,355,Null,Null,Null,Null
01-08-2021,Andhra Pradesh,16301072,5586138,9957341,11926394,3475,3383819,18460786,42605,355,Null,Null,Null,Null
02-08-2021,Andhra Pradesh,16567700,5731233,10144362,12151015,3556,3435556,18819489,43888,359,Null,Null,Null,Null
03-08-2021,Andhra Pradesh,16676151,5799988,10225289,12247269,3581,3476686,18954688,44765,359,Null,Null,Null,Null
04-08-2021,Andhra Pradesh,16786246,5864014,10303552,12343098,3610,3556694,19048375,45191,359,Null,Null,Null,Null
05-08-2021,Andhra Pradesh,16889200,5933134,10383231,12435469,3634,3623768,19152235,46331,359,Null,Null,Null,Null
06-08-2021,Andhra Pradesh,17319552,6070751,10647616,12738912,3775,3684179,19658229,47895,361,Null,Null,Null,Null
07-08-2021,Andhra Pradesh,17477123,6140096,10752975,12860445,3799,3727191,19840682,49346,361,Null,Null,Null,Null
08-08-2021,Andhra Pradesh,17531461,6167545,10789095,12906099,3812,3747175,19902415,49416,585,Null,Null,Null,Null
09-08-2021,Andhra Pradesh,17628583,6214312,10852932,12986129,3834,3804590,19988469,49836,656,Null,Null,Null,Null
16-01-2021,Arunachal Pradesh,81,0,40,41,0,0,81,Null,Null,Null,Null,Null,81
17-01-2021,Arunachal Pradesh,178,0,70,108,0,0,178,Null,Null,Null,Null,Null,178
18-01-2021,Arunachal Pradesh,560,0,119,441,0,0,560,Null,Null,Null,Null,Null,560
19-01-2021,Arunachal Pradesh,574,0,122,452,0,0,574,Null,Null,Null,Null,Null,574
20-01-2021,Arunachal Pradesh,601,0,133,468,0,0,601,Null,Null,Null,Null,Null,601
21-01-2021,Arunachal Pradesh,1154,0,302,852,0,0,1154,Null,Null,Null,Null,Null,1154
22-01-2021,Arunachal Pradesh,1818,0,428,1390,0,0,1818,Null,Null,Null,Null,Null,1818
23-01-2021,Arunachal Pradesh,2446,0,586,1860,0,0,2446,Null,Null,Null,Null,Null,2446
24-01-2021,Arunachal Pradesh,2529,0,609,1920,0,0,2529,Null,Null,Null,Null,Null,2529
25-01-2021,Arunachal Pradesh,3442,0,837,2605,0,0,3442,Null,Null,Null,Null,Null,3442
26-01-2021,Arunachal Pradesh,3462,0,848,2614,0,0,3462,Null,Null,Null,Null,Null,3462
